Cobertura Nuvens (%),Data,Ponto Orvalho (°C),Irradiacao Solar Difusa Media (W/m²),Irradiacao Solar Direta Media (W/m²),Irradiacao Solar Horizontal Media (W/m²),Irradiacao Solar Difusa Max (W/m²),Irradiacao Solar Direta Max (W/m²),Irradiacao Solar Horizontal Max (W/m²),Temp Max (°C),Horario Temp Max,Indice UV Max,Direcao Max Vento (graus),Velocidade Max Vento (m/s),max_wind_spd_ts,Temp Min (°C),Horario Temp Min,Precipitacao (mm),Precipitacao Estimada (mm),Pressao Media (mb),Status Revisao,Umidade Relativa (%),Pressao ao Nivel do Mar (mb),Neve Acumulada (mm),Profundidade Neve (mm),Radiacao Solar Media (W/m²),Irradiacao Solar Difusa Total (W/m²),Irradiacao Solar Direta Total (W/m²),Irradiacao Solar Horizontal Total (W/m²),Radiacao Solar Total (W/m²),Temp Media (°C),Timestamp,Direcao Vento (graus),Rajada Vento (m/s),Velocidade Vento (m/s)
30,2024-07-11,11.3,36,294,178,106,837,669,21.1,1720695600,5.1,61,3.6,1720702800,12.2,1720663200,0.0,0.0,888,final,78,1024,0,,178,857,7055,4275,4274,15.6,1720645200,61,10.0,2.8
9,2024-07-12,10.0,36,295,179,106,838,671,23.0,1720782000,5.5,62,4.0,1720782000,9.6,1720746000,0.0,0.0,888,final,74,1024,0,,179,859,7072,4293,4293,15.4,1720731600,62,10.4,2.8
19,2024-07-13,12.0,36,295,180,106,839,674,23.7,1720868400,5.4,71,2.8,1720854000,10.7,1720832400,0.0,0.0,889,final,77,1025,0,,180,861,7089,4312,4312,16.7,1720818000,71,8.0,2.5
31,2024-07-14,12.0,36,296,180,106,840,676,24.1,1720958400,5.5,63,3.2,1720954800,11.9,1720922400,0.0,0.0,887,final,77,1023,0,,179,863,7107,4332,4306,16.8,1720904400,63,9.2,2.5
14,2024-07-15,10.0,36,297,181,106,841,678,24.1,1721041200,5.6,108,2.4,1721048400,11.5,1721005200,0.0,0.0,885,final,69,1021,0,,181,866,7125,4352,4352,16.8,1720990800,108,7.2,1.8
12,2024-07-16,10.3,36,298,182,106,841,681,23.3,1721127600,5.5,146,1.6,1721138400,10.0,1721091600,0.0,0.0,885,final,72,1021,0,,182,868,7144,4373,4359,16.1,1721077200,146,4.8,1.2
31,2024-07-17,10.9,36,298,183,107,842,684,23.3,1721214000,5.6,154,2.0,1721221200,11.1,1721178000,0.0,0.0,886,final,73,1021,0,,182,871,7164,4395,4361,16.7,1721163600,154,6.0,1.4
45,2024-07-18,12.1,36,299,184,107,843,686,22.6,1721300400,4.9,103,1.6,1721307600,12.6,1721264400,0.0,0.0,887,final,76,1023,0,,180,873,7184,4418,4323,16.8,1721250000,103,5.2,1.3
18,2024-07-19,10.4,37,300,185,107,844,689,24.4,1721386800,5.7,121,1.6,1721401200,13.3,1721350800,0.0,0.0,885,final,67,1020,0,,185,876,7205,4441,4440,17.6,1721336400,121,5.6,1.5
6,2024-07-20,7.4,37,301,186,107,845,692,23.7,1721473200,5.7,166,2.4,1721473200,10.7,1721440800,0.0,0.0,884,final,60,1019,0,,186,879,7226,4465,4465,16.6,1721422800,166,6.8,1.5
24,2024-07-21,9.7,37,302,187,107,846,695,24.1,1721563200,5.7,125,2.0,1721559600,11.5,1721527200,0.0,0.0,885,final,68,1020,0,,185,882,7248,4490,4442,16.6,1721509200,125,5.6,1.3
26,2024-07-22,10.3,37,303,188,107,847,698,23.7,1721646000,5.7,134,2.0,1721646000,10.7,1721613600,0.0,0.0,886,final,71,1022,0,,186,884,7270,4516,4468,16.5,1721595600,134,5.6,1.2
50,2024-07-23,11.8,37,304,189,108,848,701,21.9,1721732400,4.6,106,2.0,1721739600,13.0,1721696400,0.0,0.0,888,final,76,1024,0,,185,887,7293,4542,4443,16.4,1721682000,106,6.0,1.5
47,2024-07-24,11.9,37,305,190,108,849,704,23.0,1721818800,5.4,69,3.6,1721826000,13.3,1721782800,0.0,0.0,886,final,74,1021,0,,187,890,7316,4569,4481,17.2,1721768400,69,10.0,2.5
8,2024-07-25,8.3,37,306,192,108,851,707,24.4,1721905200,5.9,217,4.0,1721916000,12.2,1721872800,0.0,0.0,882,final,60,1017,0,,192,893,7339,4597,4597,17.8,1721854800,217,10.8,2.4
29,2024-07-26,8.4,37,307,193,108,852,711,22.2,1721991600,4.7,220,3.2,1721998800,10.7,1721959200,0.0,0.0,883,final,61,1018,0,,180,896,7363,4626,4329,16.1,1721941200,220,9.2,1.8
51,2024-07-27,11.1,37,308,194,109,853,714,22.6,1722078000,4.9,121,2.0,1722078000,11.5,1722042000,0.0,0.0,884,final,73,1020,0,,185,900,7387,4655,4451,16.5,1722027600,121,6.0,1.4
33,2024-07-28,9.8,38,309,195,109,854,717,25.2,1722164400,6.1,156,2.0,1722171600,13.3,1722128400,0.0,0.0,883,final,64,1018,0,,195,903,7411,4685,4671,18.0,1722114000,156,6.8,1.6
16,2024-07-29,6.3,38,310,196,109,855,721,25.9,1722250800,6.1,206,2.8,1722258000,11.5,1722218400,0.0,0.0,882,final,55,1016,0,,196,906,7436,4715,4713,17.6,1722200400,206,7.6,1.8
21,2024-07-30,9.9,38,311,198,109,857,725,23.3,1722344400,5.7,159,2.0,1722337200,12.2,1722297600,0.0,0.0,884,final,66,1020,0,,198,909,7461,4746,4742,16.9,1722286800,159,5.6,1.1
28,2024-07-31,10.3,38,312,199,109,858,728,22.6,1722423600,5.9,178,2.8,1722430800,13.0,1722391200,0.0,0.0,886,final,70,1022,0,,198,913,7487,4778,4753,16.7,1722373200,178,8.0,1.7
10,2024-08-01,8.2,38,313,200,110,859,732,21.5,1722510000,6.2,211,2.8,1722510000,8.9,1722474000,0.0,0.0,887,final,68,1024,0,,200,916,7512,4810,4797,14.8,1722459600,211,8.4,1.5
13,2024-08-02,8.5,38,314,202,110,860,736,21.9,1722600000,6.0,148,2.0,1722603600,7.8,1722564000,0.0,0.0,887,final,69,1024,0,,202,920,7538,4843,4843,14.9,1722546000,148,6.0,1.3
25,2024-08-03,8.5,38,315,203,110,862,740,24.1,1722682800,6.4,161,2.8,1722690000,11.9,1722650400,0.0,0.0,886,final,62,1021,0,,202,923,7564,4877,4851,17.1,1722632400,161,7.6,1.8
20,2024-08-04,8.1,39,316,205,110,863,743,23.3,1722769200,6.2,136,2.0,1722769200,10.7,1722736800,0.0,0.0,884,final,62,1020,0,,205,927,7591,4911,4910,16.5,1722718800,136,5.6,1.2
19,2024-08-05,7.9,39,317,206,111,864,747,27.0,1722855600,6.5,175,2.4,1722855600,11.9,1722823200,0.0,0.0,884,final,57,1018,0,,206,930,7617,4945,4937,18.7,1722805200,175,7.6,1.9
11,2024-08-06,9.3,39,318,208,111,866,751,24.1,1722945600,6.2,160,2.4,1722949200,11.5,1722909600,0.0,0.0,885,final,61,1020,0,,207,934,7644,4980,4980,17.4,1722891600,160,6.4,1.4
62,2024-08-07,13.5,39,320,209,111,867,756,22.2,1723028400,3.9,74,2.8,1723028400,13.7,1722996000,0.0,0.0,886,final,80,1021,0,,176,937,7671,5016,4227,17.3,1722978000,74,7.2,2.1
58,2024-08-08,14.2,39,321,210,111,868,760,23.7,1723114800,4.7,52,4.0,1723122000,14.8,1723078800,0.0,0.0,886,final,78,1021,0,,197,941,7697,5052,4718,18.6,1723064400,52,10.4,3.1
34,2024-08-09,13.5,39,322,212,112,870,764,25.2,1723201200,6.4,63,3.2,1723201200,14.8,1723168800,0.0,0.0,887,final,73,1021,0,,211,945,7724,5088,5075,18.9,1723150800,63,8.4,2.3
30,2024-08-10,12.9,40,323,214,112,871,768,25.6,1723291200,6.7,90,2.0,1723294800,13.7,1723251600,0.0,0.0,887,final,74,1022,0,,212,948,7752,5125,5092,18.6,1723237200,90,6.4,1.7
20,2024-08-11,12.6,40,324,215,112,873,772,24.1,1723370400,6.3,66,3.6,1723381200,13.0,1723341600,0.0,0.0,885,final,75,1020,0,,215,952,7779,5163,5161,17.8,1723323600,66,10.0,2.6
18,2024-08-12,10.2,40,325,217,112,874,776,26.3,1723460400,6.9,169,2.4,1723467600,13.3,1723424400,0.0,0.0,884,final,62,1018,0,,216,956,7806,5201,5193,19.1,1723410000,169,8.0,1.9
12,2024-08-13,10.3,40,326,218,113,875,781,24.4,1723539600,6.8,108,2.8,1723554000,12.2,1723514400,0.0,0.0,886,final,64,1021,0,,218,960,7833,5239,5239,17.8,1723496400,108,7.6,1.6
26,2024-08-14,12.3,40,328,220,113,877,785,25.6,1723633200,6.8,99,4.8,1723644000,13.3,1723600800,0.0,0.0,884,final,71,1019,0,,220,964,7860,5277,5275,18.6,1723582800,99,13.2,2.7
19,2024-08-15,9.9,40,329,222,113,878,789,23.7,1723712400,6.6,211,3.2,1723726800,12.2,1723683600,0.0,0.0,887,final,64,1022,0,,219,967,7888,5316,5253,17.4,1723669200,211,9.6,2.0
24,2024-08-16,8.3,40,330,223,114,880,794,20.7,1723806000,6.1,137,2.4,1723791600,10.0,1723773600,0.0,0.0,888,final,66,1025,0,,223,971,7915,5356,5342,15.1,1723755600,137,6.8,1.5
57,2024-08-17,10.4,41,331,225,114,881,798,19.6,1723892400,4.0,80,3.6,1723878000,12.2,1723856400,0.0,0.0,888,final,74,1025,0,,188,975,7942,5396,4513,15.4,1723842000,80,9.6,2.7
36,2024-08-18,10.8,41,332,226,114,883,803,21.9,1723978800,5.7,65,4.4,1723982400,11.5,1723942800,0.0,0.0,889,final,74,1026,0,,215,979,7970,5436,5164,15.8,1723928400,65,11.6,3.0
49,2024-08-19,12.3,41,333,228,114,884,807,21.9,1724065200,4.9,66,4.0,1724065200,12.2,1724029200,0.0,0.0,890,final,79,1026,0,,206,983,7997,5476,4935,16.4,1724014800,66,10.8,2.9
52,2024-08-20,11.1,41,334,230,115,886,812,20.0,1724144400,4.5,75,4.8,1724158800,11.9,1724115600,0.0,0.0,890,final,77,1027,0,,206,987,8024,5516,4937,15.4,1724101200,75,12.8,3.5
40,2024-08-21,10.5,41,335,232,115,887,816,19.3,1724238000,5.8,64,5.2,1724223600,11.5,1724202000,0.0,0.0,889,final,77,1026,0,,228,990,8051,5557,5474,14.7,1724187600,64,14.0,3.6
23,2024-08-22,9.8,41,337,233,115,889,821,24.1,1724324400,7.4,112,4.8,1724335200,12.2,1724288400,0.0,0.0,886,final,67,1021,0,,231,994,8078,5598,5548,16.9,1724274000,112,12.8,2.7
46,2024-08-23,9.8,42,338,235,115,890,825,20.4,1724410800,5.4,237,4.4,1724418000,11.1,1724378400,0.0,0.0,885,final,74,1022,0,,211,998,8105,5640,5054,14.7,1724360400,237,11.2,2.7
26,2024-08-24,7.3,42,339,237,116,892,830,20.0,1724497200,7.0,146,3.2,1724504400,8.9,1724461200,0.0,0.0,888,final,69,1026,0,,236,1002,8132,5681,5665,13.6,1724446800,146,8.0,2.1
24,2024-08-25,8.6,42,340,238,116,893,835,19.6,1724583600,6.7,58,5.2,1724587200,9.6,1724547600,0.0,0.0,888,final,71,1026,0,,235,1006,8159,5723,5649,14.0,1724533200,58,13.6,3.9
34,2024-08-26,11.3,42,341,240,116,895,839,22.6,1724673600,7.3,39,5.2,1724677200,11.5,1724637600,0.0,0.0,887,final,73,1023,0,,236,1010,8185,5765,5671,16.6,1724619600,39,13.6,3.8
31,2024-08-27,12.3,42,342,242,117,896,844,23.3,1724756400,7.1,51,4.4,1724763600,12.6,1724724000,0.0,0.0,888,final,74,1023,0,,241,1014,8212,5807,5780,17.6,1724706000,51,11.6,3.3
29,2024-08-28,12.6,42,343,244,117,898,848,24.8,1724842800,7.6,36,5.6,1724846400,14.4,1724810400,0.0,0.0,888,final,72,1023,0,,243,1017,8238,5850,5841,18.4,1724792400,36,14.4,4.2
20,2024-08-29,12.3,43,344,245,117,899,853,25.9,1724929200,7.9,53,4.0,1724932800,13.7,1724893200,0.0,0.0,888,final,69,1023,0,,245,1021,8264,5892,5870,18.9,1724878800,53,10.8,2.9
26,2024-08-30,12.3,43,345,247,117,901,857,25.6,1725015600,7.2,69,3.2,1725022800,13.0,1724983200,0.0,0.0,888,final,68,1023,0,,247,1025,8291,5934,5917,19.3,1724965200,69,9.2,2.3
84,2024-08-31,14.7,43,347,249,118,902,862,21.1,1725102000,3.7,94,2.8,1725116400,15.2,1725069600,32.0,32.0,888,final,84,1024,0,,143,1029,8317,5977,3423,17.5,1725051600,94,8.8,1.9
75,2024-09-01,13.3,43,348,251,118,903,867,18.5,1725181200,4.1,145,3.6,1725184800,13.3,1725152400,5.0,5.0,887,final,86,1024,0,,186,1033,8342,6020,4463,15.6,1725138000,145,9.6,2.1
78,2024-09-02,12.9,43,349,253,118,905,871,20.4,1725274800,4.6,144,2.4,1725282000,13.3,1725235200,3.3,3.3,886,final,83,1023,0,,176,1037,8368,6062,4234,15.9,1725224400,144,7.2,1.7
75,2024-09-03,13.6,43,350,254,119,906,876,21.1,1725354000,5.0,157,3.2,1725364800,13.3,1725325200,0.8,0.8,887,final,85,1023,0,,197,1040,8394,6105,4733,16.3,1725310800,157,8.8,1.6
95,2024-09-04,12.8,44,351,256,119,908,880,21.1,1725447600,2.7,105,3.2,1725454800,13.7,1725411600,1.5,1.5,889,final,79,1025,0,,69,1044,8419,6148,1661,16.7,1725397200,105,8.4,2.2
55,2024-09-05,14.3,44,352,258,119,909,885,23.0,1725534000,6.3,55,4.8,1725534000,14.1,1725487200,0.0,0.0,889,final,79,1024,0,,238,1048,8444,6191,5709,18.3,1725483600,55,12.4,3.4
19,2024-09-06,14.6,44,353,260,119,911,889,26.7,1725620400,8.6,93,2.8,1725627600,15.2,1725588000,0.0,0.0,888,final,73,1023,0,,259,1052,8469,6233,6225,20.2,1725570000,93,8.0,2.0
21,2024-09-07,14.9,44,354,262,120,912,894,27.8,1725710400,8.7,104,2.4,1725710400,15.2,1725670800,0.0,0.0,888,final,73,1023,0,,261,1057,8495,6276,6266,20.7,1725656400,104,6.4,1.7
15,2024-09-08,14.4,44,355,263,120,914,898,28.9,1725793200,8.8,58,3.2,1725778800,15.6,1725757200,0.0,0.0,887,final,70,1021,0,,263,1063,8523,6319,6317,21.2,1725742800,58,8.4,2.6
22,2024-09-09,13.6,45,356,265,120,915,903,30.7,1725879600,8.8,150,2.4,1725886800,15.2,1725847200,0.0,0.0,886,final,62,1019,0,,264,1069,8556,6363,6339,22.4,1725829200,150,8.0,1.7
45,2024-09-10,15.0,45,358,267,120,916,907,28.1,1725966000,8.7,135,2.8,1725976800,15.6,1725933600,0.0,0.0,886,final,73,1020,0,,264,1075,8591,6406,6332,20.9,1725915600,135,7.6,1.5
51,2024-09-11,15.7,45,360,269,121,918,912,25.2,1726052400,6.5,165,3.2,1726056000,17.0,1726016400,0.0,0.0,886,final,77,1020,0,,248,1080,8629,6450,5962,20.1,1726002000,165,8.4,1.5
51,2024-09-12,13.1,45,361,271,121,919,916,23.7,1726138800,8.1,175,2.4,1726146000,15.9,1726106400,0.0,0.0,887,final,72,1021,0,,258,1085,8668,6494,6198,19.0,1726088400,175,7.2,1.6
56,2024-09-13,12.4,45,363,272,121,921,920,21.5,1726225200,6.4,81,4.0,1726232400,14.1,1726189200,0.0,0.0,888,final,73,1023,0,,246,1091,8707,6538,5908,17.4,1726174800,81,10.0,2.7
35,2024-09-14,12.7,46,364,274,122,922,925,24.1,1726311600,8.1,46,4.0,1726311600,12.6,1726279200,0.0,0.0,887,final,74,1022,0,,273,1096,8746,6582,6551,17.9,1726261200,46,10.4,3.4
23,2024-09-15,13.4,46,366,276,122,923,929,28.9,1726398000,9.3,87,3.2,1726405200,15.2,1726362000,0.0,0.0,886,final,68,1020,0,,276,1101,8785,6625,6616,20.7,1726347600,87,8.0,2.4
9,2024-09-16,12.9,46,368,278,122,925,933,30.4,1726484400,9.4,100,2.8,1726484400,14.1,1726448400,0.0,0.0,887,final,62,1020,0,,278,1106,8825,6669,6669,22.0,1726434000,100,6.8,1.8
66,2024-09-17,13.0,46,369,280,122,926,937,30.7,1726567200,4.0,137,2.4,1726578000,15.2,1726538400,0.0,0.0,887,final,61,1021,0,,159,1111,8863,6713,3826,22.3,1726520400,137,8.0,1.5
27,2024-09-18,13.5,47,371,282,123,928,942,29.6,1726657200,6.8,78,2.8,1726664400,14.4,1726624800,0.0,0.0,885,final,65,1018,0,,273,1116,8902,6757,6556,21.7,1726606800,78,6.8,1.9
7,2024-09-19,13.7,47,372,283,123,929,946,31.5,1726743600,9.6,98,2.8,1726747200,15.2,1726711200,0.0,0.0,883,final,62,1015,0,,283,1121,8939,6800,6800,22.9,1726693200,98,6.8,1.9
7,2024-09-20,13.0,47,374,285,123,930,950,30.7,1726830000,9.7,113,2.4,1726830000,15.9,1726794000,0.0,0.0,884,final,59,1017,0,,285,1126,8976,6844,6843,22.9,1726779600,113,6.8,1.7
18,2024-09-21,13.8,47,376,287,123,932,954,29.6,1726916400,9.7,77,2.8,1726923600,16.7,1726884000,0.0,0.0,885,interim,64,1018,0,,287,1130,9013,6887,6886,22.1,1726866000,77,8.0,2.0
37,2024-09-22,13.8,47,377,289,124,933,958,25.6,1727002800,8.6,149,5.2,1727002800,14.1,1726966800,0.0,0.0,879,interim,76,999,0,,284,1135,9049,6930,6825,18.6,1726952400,149,12.8,2.7
88,2024-09-23,11.9,47,379,291,124,934,962,17.4,1727089200,5.3,118,4.0,1727089200,11.5,1727121600,0.0,0.0,881,interim,84,1002,0,,179,1140,9084,6973,4291,14.6,1727038800,118,10.8,2.7
74,2024-09-24,11.8,48,380,292,124,936,966,17.0,1727175600,4.6,60,6.4,1727175600,11.1,1727139600,0.0,0.0,881,interim,85,1003,0,,179,1144,9119,7016,4307,14.3,1727125200,60,15.2,4.6
40,2024-09-25,14.0,48,381,294,124,937,970,23.7,1727262000,8.4,53,4.0,1727247600,14.8,1727226000,2.3,2.3,881,interim,79,1000,0,,287,1149,9153,7058,6891,18.1,1727211600,53,12.0,3.1
27,2024-09-26,14.1,48,383,296,124,938,974,23.0,1727348400,10.1,47,6.0,1727348400,15.6,1727316000,1.8,1.8,880,interim,77,999,0,,296,1153,9187,7100,7093,18.5,1727298000,47,13.2,3.4
