clouds,datetime,dewpt,dhi,dni,ghi,precip,pres,rh,slp,solar_rad,temp,ts,wind_dir,wind_spd
93,2022-01-20,15.6,57,448,369,1.3,880,73,1012,196,21.0,1642626000.0,155,2.1
86,2022-01-21,16.9,57,447,369,4.3,880,79,1013,173,20.9,1642712400.0,118,1.9
81,2022-01-22,18.5,57,447,368,1.0,882,80,1014,222,22.3,1642798800.0,83,2.7
86,2022-01-23,19.8,57,446,367,8.0,884,82,1016,206,23.3,1642885200.0,99,4.0
83,2022-01-24,18.8,56,446,367,13.5,884,84,1017,205,21.8,1642971600.0,92,4.5
59,2022-01-25,15.9,56,445,366,0.5,884,76,1018,293,20.5,1643058000.0,69,4.0
48,2022-01-26,15.7,56,444,365,0.0,883,73,1016,352,21.3,1643144400.0,57,2.6
39,2022-01-27,16.0,56,444,365,0.0,882,72,1015,361,21.8,1643230800.0,63,2.5
18,2022-01-28,14.9,56,443,364,0.0,880,68,1013,363,21.7,1643317200.0,54,2.6
16,2022-01-29,15.5,56,442,363,0.0,881,65,1013,363,23.7,1643403600.0,113,2.1
30,2022-01-30,16.6,56,442,362,0.0,882,68,1014,362,23.8,1643490000.0,75,2.3
14,2022-01-31,15.2,56,441,361,0.0,882,67,1014,361,22.3,1643576400.0,70,2.9
31,2022-02-01,16.3,56,440,361,0.0,882,72,1014,344,22.0,1643662800.0,69,3.4
25,2022-02-02,15.8,56,439,360,0.0,882,71,1015,359,21.9,1643749200.0,72,3.1
27,2022-02-03,15.5,56,439,359,0.0,881,70,1014,359,22.0,1643835600.0,78,2.7
59,2022-02-04,18.3,55,438,358,0.0,880,74,1012,341,23.5,1643922000.0,91,2.9
100,2022-02-05,19.4,55,437,357,25.5,877,91,1009,53,21.0,1644008400.0,123,2.9
100,2022-02-06,20.3,55,436,356,78.8,873,91,1004,59,21.8,1644094800.0,88,6.5
96,2022-02-07,20.7,55,435,355,16.5,877,86,1008,140,23.2,1644181200.0,46,4.4
97,2022-02-08,20.0,55,434,354,6.0,878,80,1009,101,24.0,1644267600.0,120,4.0
58,2022-02-09,19.6,55,433,353,0.0,880,76,1011,344,24.5,1644354000.0,191,1.5
78,2022-02-10,20.9,55,432,352,6.3,880,87,1012,291,23.3,1644440400.0,127,1.2
65,2022-02-11,19.7,55,431,351,0.0,881,83,1013,254,23.0,1644526800.0,92,1.8
39,2022-02-12,18.0,55,430,350,0.0,881,78,1014,346,22.5,1644613200.0,85,2.6
60,2022-02-13,18.6,54,429,348,1.0,881,81,1013,271,22.0,1644699600.0,85,2.7
32,2022-02-14,18.4,54,428,347,0.0,880,76,1012,344,23.2,1644786000.0,56,2.5
50,2022-02-15,19.7,54,427,346,0.0,882,79,1014,334,23.9,1644872400.0,54,2.6
63,2022-02-16,18.7,54,426,345,0.0,883,80,1015,313,22.7,1644958800.0,80,3.4
40,2022-02-17,17.5,54,425,344,0.0,881,77,1014,329,22.0,1645045200.0,66,3.0
36,2022-02-18,17.5,54,424,342,0.0,880,79,1013,322,21.7,1645131600.0,63,2.5
66,2022-02-19,17.6,54,423,341,0.0,881,79,1013,262,21.6,1645218000.0,64,3.0
27,2022-02-20,16.2,53,421,340,0.0,880,74,1013,338,21.7,1645304400.0,59,2.8
48,2022-02-21,18.0,53,420,338,1.0,879,79,1011,321,21.9,1645390800.0,79,2.8
96,2022-02-22,19.6,53,419,337,47.3,876,90,1008,78,21.4,1645477200.0,120,3.2
100,2022-02-23,20.4,53,417,335,161.5,869,92,1000,37,21.7,1645563600.0,79,7.1
95,2022-02-24,20.4,53,416,334,1.5,878,80,1009,114,24.4,1645650000.0,119,4.3
97,2022-02-25,20.8,53,415,333,11.8,881,89,1013,81,22.8,1645736400.0,147,1.3
98,2022-02-26,20.4,52,413,331,27.3,881,95,1013,60,21.3,1645822800.0,165,1.1
88,2022-02-27,20.2,52,412,330,17.0,881,93,1013,113,21.4,1645909200.0,133,1.4
69,2022-02-28,19.9,52,411,328,4.3,880,86,1012,285,22.4,1645995600.0,85,1.7
41,2022-03-01,20.5,52,408,325,0.3,884,90,1017,315,22.0,1646082000.0,128,0.3
78,2022-03-02,19.9,51,406,323,19.3,879,89,1011,187,21.7,1646168400.0,179,1.0
82,2022-03-03,20.0,51,404,322,83.3,879,88,1011,221,22.2,1646254800.0,70,1.9
47,2022-03-04,19.1,51,403,320,1.0,880,82,1012,310,22.5,1646341200.0,68,2.3
59,2022-03-05,19.5,51,401,319,0.0,882,83,1014,278,22.8,1646427600.0,79,2.0
53,2022-03-06,18.7,51,400,317,0.0,881,82,1014,300,22.1,1646514000.0,76,2.0
43,2022-03-07,18.6,50,398,315,0.0,881,81,1013,303,22.3,1646600400.0,66,2.1
54,2022-03-08,19.1,50,396,314,0.0,880,82,1012,286,22.7,1646686800.0,53,2.7
48,2022-03-09,19.1,50,395,312,0.0,880,82,1012,294,22.5,1646773200.0,62,2.7
68,2022-03-10,20.2,50,393,310,0.5,882,83,1013,274,23.4,1646859600.0,66,2.6
66,2022-03-11,19.8,50,391,308,2.0,882,86,1014,271,22.4,1646946000.0,71,2.4
59,2022-03-12,18.4,49,389,307,0.0,881,84,1014,280,21.5,1647032400.0,73,3.0
83,2022-03-13,18.5,49,387,305,2.0,882,85,1015,202,21.2,1647118800.0,73,3.3
94,2022-03-14,17.7,49,386,303,0.0,882,80,1015,99,21.7,1647205200.0,62,3.2
86,2022-03-15,19.8,49,384,301,7.5,881,87,1013,194,22.2,1647291600.0,55,2.6
46,2022-03-16,19.5,48,382,300,1.5,880,82,1011,289,22.8,1647378000.0,63,1.8
75,2022-03-17,20.0,48,380,298,16.0,881,84,1012,240,23.2,1647464400.0,65,2.2
89,2022-03-18,20.3,48,379,296,16.3,881,89,1013,130,22.3,1647550800.0,185,1.9
62,2022-03-19,16.0,48,377,294,0.0,882,79,1015,221,20.1,1647637200.0,184,2.0
51,2022-03-20,14.4,47,376,293,0.0,882,78,1016,200,18.4,1647723600.0,101,1.8
52,2022-03-21,14.3,47,375,291,0.0,882,80,1017,201,17.9,1647810000.0,70,2.5
40,2022-03-22,14.6,47,373,289,0.0,883,78,1017,286,19.0,1647896400.0,60,2.2
41,2022-03-23,16.6,47,372,287,0.0,884,80,1017,248,20.4,1647982800.0,69,2.2
29,2022-03-24,17.7,46,371,285,0.0,882,79,1014,276,21.8,1648069200.0,100,1.6
47,2022-03-25,19.6,46,370,284,4.5,880,83,1012,273,22.9,1648155600.0,185,1.2
73,2022-03-26,20.1,46,369,282,9.5,881,89,1013,212,22.1,1648242000.0,118,0.9
89,2022-03-27,20.5,46,368,280,27.3,882,90,1014,150,22.3,1648328400.0,132,1.2
96,2022-03-28,18.8,46,367,278,35.8,883,95,1017,56,19.6,1648414800.0,156,1.8
66,2022-03-29,16.7,46,366,276,0.5,884,87,1018,218,19.2,1648501200.0,104,2.5
55,2022-03-30,16.8,45,365,274,0.0,885,83,1019,253,19.8,1648587600.0,80,3.3
50,2022-03-31,16.0,45,364,273,0.0,886,80,1020,259,19.8,1648674000.0,75,3.4
57,2022-04-01,16.5,45,363,271,0.0,885,83,1019,224,19.5,1648760400.0,62,3.2
27,2022-04-02,15.3,45,362,269,0.0,883,79,1017,268,19.6,1648846800.0,68,2.2
48,2022-04-03,17.1,45,360,267,5.5,882,88,1015,254,19.4,1648933200.0,87,1.8
45,2022-04-04,17.1,45,359,265,0.0,881,81,1014,260,20.9,1649019600.0,77,1.8
31,2022-04-05,17.7,44,358,263,3.0,882,78,1014,263,22.1,1649106000.0,105,1.6
38,2022-04-06,18.4,44,357,261,0.0,883,79,1016,261,22.5,1649192400.0,78,1.9
56,2022-04-07,19.0,44,356,259,41.3,883,82,1016,253,22.5,1649278800.0,55,2.4
72,2022-04-08,19.4,44,355,258,66.3,884,86,1017,227,22.1,1649365200.0,61,1.8
61,2022-04-09,17.9,44,353,256,6.3,884,82,1017,239,21.3,1649451600.0,76,2.5
62,2022-04-10,17.1,44,352,254,0.0,885,82,1019,227,20.5,1649538000.0,84,2.9
65,2022-04-11,16.7,43,351,252,0.0,887,80,1021,238,20.5,1649624400.0,81,3.5
91,2022-04-12,17.5,43,350,250,4.0,885,85,1019,151,20.1,1649710800.0,74,3.5
75,2022-04-13,17.3,43,349,248,0.0,883,84,1017,213,20.3,1649797200.0,49,3.9
65,2022-04-14,18.0,43,347,246,0.0,884,84,1017,221,21.0,1649883600.0,46,3.5
84,2022-04-15,18.4,43,346,245,1.3,885,84,1019,155,21.3,1649970000.0,44,3.3
67,2022-04-16,18.6,43,345,243,0.0,885,85,1018,199,21.5,1650056400.0,46,2.6
55,2022-04-17,17.6,42,344,241,0.0,883,82,1016,235,21.1,1650142800.0,56,2.1
73,2022-04-18,17.5,42,342,239,0.0,882,81,1015,184,21.1,1650229200.0,48,2.8
55,2022-04-19,18.3,42,341,237,12.8,883,82,1016,227,21.9,1650315600.0,62,1.9
50,2022-04-20,18.3,42,340,235,0.0,884,83,1017,221,21.4,1650402000.0,121,1.7
81,2022-04-21,18.0,42,339,234,3.5,884,85,1018,145,20.6,1650488400.0,85,2.5
82,2022-04-22,18.4,41,337,232,3.5,884,86,1017,181,20.8,1650574800.0,65,3.3
99,2022-04-23,18.6,41,336,230,3.8,885,86,1018,69,21.1,1650661200.0,61,3.5
98,2022-04-24,17.6,41,335,228,12.5,884,86,1018,63,20.0,1650747600.0,58,3.5
89,2022-04-25,16.9,41,334,227,0.0,883,82,1016,123,20.1,1650834000.0,47,3.7
83,2022-04-26,17.2,41,332,225,4.0,880,79,1013,149,21.2,1650920400.0,45,3.0
83,2022-04-27,17.6,41,331,223,39.3,879,91,1012,141,19.3,1651006800.0,191,3.5
66,2022-04-28,13.6,40,330,221,0.0,883,84,1018,167,16.4,1651093200.0,170,2.1
48,2022-04-29,12.7,40,328,220,0.0,883,82,1019,199,16.0,1651179600.0,91,2.3
36,2022-04-30,13.2,40,327,218,0.0,882,78,1016,202,17.5,1651266000.0,139,1.7
30,2022-05-01,13.9,40,326,217,0.0,883,77,1017,211,18.3,1651352400.0,248,1.9
73,2022-05-02,14.5,40,325,215,0.0,885,84,1020,139,17.4,1651438800.0,214,1.6
72,2022-05-03,14.6,40,323,213,0.0,886,82,1021,156,17.8,1651525200.0,115,1.5
36,2022-05-04,13.7,39,322,212,0.0,887,81,1023,211,17.3,1651611600.0,69,2.6
62,2022-05-05,15.0,39,321,210,0.0,887,85,1023,170,17.6,1651698000.0,64,3.1
85,2022-05-06,17.6,39,320,209,7.0,886,91,1020,106,19.1,1651784400.0,63,2.6
80,2022-05-07,18.1,39,318,207,16.5,884,91,1018,134,19.6,1651870800.0,56,2.1
53,2022-05-08,17.3,39,317,206,9.3,883,87,1017,197,19.7,1651957200.0,135,1.4
40,2022-05-09,16.8,39,316,204,1.3,881,85,1014,197,19.6,1652043600.0,185,1.2
47,2022-05-10,14.2,38,315,203,0.8,879,81,1013,194,17.8,1652130000.0,259,2.7
49,2022-05-11,13.3,38,314,201,0.0,882,81,1017,165,16.7,1652216400.0,213,1.6
43,2022-05-12,13.6,38,312,200,0.0,885,83,1020,192,16.8,1652302800.0,103,1.3
38,2022-05-13,13.6,38,311,199,0.0,885,82,1021,197,17.0,1652389200.0,66,1.7
43,2022-05-14,12.9,38,310,197,0.0,886,79,1021,194,16.9,1652475600.0,77,1.8
52,2022-05-15,13.3,38,309,196,0.0,887,81,1023,190,16.9,1652562000.0,94,1.7
66,2022-05-16,14.5,38,308,195,2.5,889,89,1025,160,16.4,1652648400.0,91,2.2
50,2022-05-17,12.9,37,307,193,0.0,888,81,1025,186,16.6,1652734800.0,85,2.7
66,2022-05-18,13.8,37,306,192,0.0,887,84,1023,157,16.7,1652821200.0,68,2.7
43,2022-05-19,13.2,37,305,191,0.0,886,82,1022,183,16.5,1652907600.0,61,2.6
23,2022-05-20,13.1,37,304,190,0.0,886,81,1021,190,16.7,1652994000.0,72,2.1
44,2022-05-21,13.0,37,303,189,0.0,885,80,1021,179,16.7,1653080400.0,87,2.0
20,2022-05-22,11.2,37,302,188,0.0,884,75,1019,187,16.4,1653166800.0,97,1.5
43,2022-05-23,14.4,37,301,187,0.0,883,85,1017,185,17.4,1653253200.0,71,2.6
29,2022-05-24,15.1,37,300,185,0.0,883,80,1017,183,19.0,1653339600.0,87,2.2
25,2022-05-25,14.4,36,299,184,0.0,884,78,1018,184,18.7,1653426000.0,123,1.4
38,2022-05-26,14.8,36,298,184,0.0,884,80,1018,181,18.7,1653512400.0,195,1.3
50,2022-05-27,13.9,36,297,183,0.0,885,84,1020,175,16.9,1653598800.0,225,1.9
42,2022-05-28,11.4,36,296,182,0.0,886,79,1022,175,15.5,1653685200.0,130,1.6
61,2022-05-29,12.2,36,296,181,0.0,886,84,1023,144,15.1,1653771600.0,53,3.2
22,2022-05-30,11.9,36,295,180,0.0,886,77,1022,179,16.5,1653858000.0,104,1.9
22,2022-05-31,11.4,36,294,179,0.0,884,79,1020,178,15.3,1653944400.0,88,1.7
24,2022-06-01,10.2,36,293,178,0.0,883,71,1018,178,16.1,1654030800.0,204,2.0
64,2022-06-02,11.7,36,293,178,0.8,886,84,1023,109,14.6,1654117200.0,218,2.0
54,2022-06-03,12.4,36,292,177,0.0,889,84,1026,147,15.4,1654203600.0,119,2.2
70,2022-06-04,13.2,35,292,176,1.5,888,85,1025,112,15.9,1654290000.0,86,2.7
80,2022-06-05,14.7,35,291,176,5.0,886,89,1022,89,16.5,1654376400.0,69,2.5
79,2022-06-06,14.5,35,291,175,4.5,887,90,1023,143,16.2,1654462800.0,100,2.0
78,2022-06-07,13.9,35,290,175,0.0,887,85,1023,109,16.7,1654549200.0,104,1.5
94,2022-06-08,14.3,35,290,174,1.5,886,90,1022,56,16.1,1654635600.0,143,1.4
54,2022-06-09,11.9,35,289,174,0.0,886,82,1022,138,15.1,1654722000.0,84,2.0
26,2022-06-10,11.5,35,289,173,0.0,885,80,1022,173,15.5,1654808400.0,114,1.6
70,2022-06-11,13.4,35,288,173,0.0,887,86,1024,147,16.0,1654894800.0,96,1.8
59,2022-06-12,13.1,35,288,172,0.0,888,85,1024,161,15.8,1654981200.0,73,2.7
23,2022-06-13,10.9,35,288,172,0.0,886,80,1023,172,14.6,1655067600.0,58,2.8
52,2022-06-14,12.4,35,288,172,0.3,885,83,1021,111,15.3,1655154000.0,61,2.4
44,2022-06-15,14.1,35,287,172,4.8,883,84,1019,165,17.1,1655240400.0,66,2.7
40,2022-06-16,12.5,35,287,171,0.0,882,75,1016,170,17.7,1655326800.0,218,2.4
25,2022-06-17,9.4,35,287,171,0.0,883,76,1019,170,13.9,1655413200.0,237,2.2
10,2022-06-18,7.7,35,287,171,0.0,883,70,1020,171,13.2,1655499600.0,185,1.0
52,2022-06-19,10.6,35,287,171,0.0,886,82,1023,157,13.9,1655586000.0,95,1.8
62,2022-06-20,12.1,35,287,171,0.0,888,84,1025,145,15.0,1655672400.0,60,2.2
42,2022-06-21,10.7,35,287,171,0.0,886,81,1023,164,14.3,1655758800.0,110,1.7
73,2022-06-22,10.9,35,287,171,1.0,886,88,1023,60,13.1,1655845200.0,135,1.5
59,2022-06-23,9.9,35,287,171,0.0,888,84,1025,111,12.8,1655931600.0,94,2.7
29,2022-06-24,10.2,35,287,171,0.0,888,80,1025,169,13.8,1656018000.0,56,3.2
26,2022-06-25,9.9,35,287,171,0.0,886,78,1024,169,14.1,1656104400.0,144,1.7
45,2022-06-26,10.5,35,287,171,0.0,888,78,1025,152,14.5,1656190800.0,192,1.7
63,2022-06-27,10.4,35,287,171,0.0,891,83,1029,95,13.4,1656277200.0,154,1.6
15,2022-06-28,7.9,35,288,172,0.0,892,77,1031,172,12.3,1656363600.0,112,2.2
55,2022-06-29,9.9,35,288,172,0.0,890,85,1028,115,12.6,1656450000.0,86,2.4
69,2022-06-30,11.2,35,288,172,0.0,889,85,1027,111,13.9,1656536400.0,65,2.2
63,2022-07-01,12.0,35,289,173,0.0,891,85,1028,137,14.7,1656622800.0,78,2.6
44,2022-07-02,11.1,35,289,173,0.0,891,83,1028,166,14.1,1656709200.0,71,3.4
34,2022-07-03,11.2,35,289,173,0.0,890,82,1027,172,14.5,1656795600.0,52,2.7
17,2022-07-04,11.1,35,290,174,0.0,889,80,1026,174,14.9,1656882000.0,72,2.5
53,2022-07-05,13.1,35,290,174,0.0,887,86,1024,136,15.6,1656968400.0,64,2.3
25,2022-07-06,10.9,35,291,175,0.0,887,77,1023,174,15.6,1657054800.0,110,1.6
28,2022-07-07,11.8,35,291,176,0.0,889,81,1025,174,15.4,1657141200.0,84,1.9
38,2022-07-08,11.7,35,292,176,0.0,890,82,1028,170,15.1,1657227600.0,68,3.2
55,2022-07-09,11.6,36,293,177,0.0,891,82,1028,162,14.9,1657314000.0,66,3.5
61,2022-07-10,11.7,36,293,177,0.0,890,81,1027,170,15.2,1657400400.0,57,3.6
42,2022-07-11,11.9,36,294,178,0.0,890,82,1027,172,15.2,1657486800.0,55,3.1
21,2022-07-12,11.5,36,295,179,0.0,890,80,1027,178,15.3,1657573200.0,96,1.9
63,2022-07-13,12.3,36,295,180,0.0,888,84,1025,149,15.2,1657659600.0,67,2.8
46,2022-07-14,11.3,36,296,180,0.0,885,76,1021,177,16.0,1657746000.0,85,2.1
48,2022-07-15,11.3,36,297,181,0.0,886,78,1022,175,15.8,1657832400.0,83,1.9
78,2022-07-16,12.6,36,298,182,0.0,888,84,1024,128,15.4,1657918800.0,86,2.5
73,2022-07-17,12.5,36,298,183,1.0,890,85,1027,161,15.2,1658005200.0,84,3.2
82,2022-07-18,12.9,36,299,184,3.5,891,85,1028,138,15.4,1658091600.0,77,3.8
62,2022-07-19,11.9,37,300,185,0.0,891,81,1028,167,15.3,1658178000.0,65,4.2
37,2022-07-20,11.6,37,301,186,0.0,890,79,1027,184,15.5,1658264400.0,52,3.6
36,2022-07-21,12.1,37,302,187,0.0,889,81,1025,176,15.5,1658350800.0,48,3.3
42,2022-07-22,11.2,37,303,188,0.0,888,82,1025,178,14.7,1658437200.0,69,2.6
59,2022-07-23,12.2,37,304,189,0.0,887,82,1023,163,15.5,1658523600.0,49,3.2
26,2022-07-24,12.0,37,305,190,0.0,885,76,1021,187,16.8,1658610000.0,117,1.7
38,2022-07-25,12.4,37,306,192,0.0,885,77,1021,188,17.0,1658696400.0,110,1.6
64,2022-07-26,12.8,37,307,193,0.0,885,79,1021,173,16.8,1658782800.0,171,1.0
73,2022-07-27,13.1,37,308,194,0.0,884,81,1019,152,16.6,1658869200.0,133,1.1
89,2022-07-28,14.0,38,309,195,1.5,885,87,1021,104,16.3,1658955600.0,124,1.5
76,2022-07-29,13.6,38,310,196,1.0,886,86,1022,140,16.0,1659042000.0,83,2.5
64,2022-07-30,13.4,38,311,198,0.5,886,82,1022,185,16.6,1659128400.0,50,3.0
45,2022-07-31,13.4,38,312,199,0.0,886,78,1021,196,17.7,1659214800.0,99,1.8
41,2022-08-01,12.9,38,313,200,0.0,887,79,1023,198,17.0,1659301200.0,170,1.9
77,2022-08-02,12.7,38,314,202,0.0,888,82,1025,140,15.9,1659387600.0,121,2.2
76,2022-08-03,11.7,38,315,203,0.0,887,82,1024,149,14.9,1659474000.0,61,2.4
69,2022-08-04,12.7,39,316,205,0.0,887,84,1023,178,15.7,1659560400.0,52,2.8
43,2022-08-05,12.4,39,317,206,0.0,886,76,1021,202,17.1,1659646800.0,112,1.9
32,2022-08-06,11.7,39,318,208,0.0,885,76,1020,207,16.4,1659733200.0,166,1.2
43,2022-08-07,12.1,39,320,209,0.0,885,76,1021,206,17.0,1659819600.0,139,1.3
57,2022-08-08,12.9,39,321,210,0.0,887,77,1023,195,17.2,1659906000.0,72,2.4
48,2022-08-09,12.5,39,322,212,0.0,888,79,1024,204,16.4,1659992400.0,61,3.3
80,2022-08-10,13.2,40,323,214,5.0,889,86,1025,138,15.6,1660078800.0,62,3.9
40,2022-08-11,11.2,40,324,215,0.0,889,78,1025,211,15.2,1660165200.0,51,4.2
40,2022-08-12,11.2,40,325,217,0.0,887,78,1024,211,15.4,1660251600.0,52,3.7
17,2022-08-13,11.2,40,326,218,0.0,886,77,1022,218,15.8,1660338000.0,58,3.2
27,2022-08-14,12.2,40,328,220,0.0,885,77,1020,220,16.6,1660424400.0,52,3.7
21,2022-08-15,11.8,40,329,222,0.0,883,70,1018,218,17.8,1660510800.0,105,2.6
54,2022-08-16,13.3,40,330,223,0.0,884,85,1020,151,16.0,1660597200.0,221,1.9
56,2022-08-17,12.3,41,331,225,0.0,884,81,1020,205,16.0,1660683600.0,61,2.2
32,2022-08-18,12.8,41,332,226,0.0,884,73,1018,226,18.5,1660770000.0,120,2.0
32,2022-08-19,12.9,41,333,228,0.0,884,74,1018,228,18.5,1660856400.0,79,2.1
23,2022-08-20,12.0,41,334,230,0.0,883,66,1017,229,19.5,1660942800.0,175,2.4
50,2022-08-21,12.7,41,335,232,0.0,887,79,1023,150,16.4,1661029200.0,211,1.9
85,2022-08-22,12.0,41,337,233,0.0,888,81,1025,127,15.3,1661115600.0,92,2.4
63,2022-08-23,13.2,42,338,235,0.0,889,81,1025,198,16.9,1661202000.0,58,2.7
60,2022-08-24,12.5,42,339,237,0.0,889,81,1026,192,16.0,1661288400.0,63,3.7
63,2022-08-25,12.5,42,340,238,0.0,887,82,1024,200,15.8,1661374800.0,55,3.4
55,2022-08-26,12.8,42,341,240,0.0,887,80,1022,228,16.7,1661461200.0,49,3.3
36,2022-08-27,12.0,42,342,242,0.0,886,76,1022,239,16.7,1661547600.0,47,3.3
27,2022-08-28,11.2,42,343,244,0.0,885,74,1020,240,16.8,1661634000.0,92,2.0
31,2022-08-29,10.8,43,344,245,0.0,884,69,1019,244,17.8,1661720400.0,138,1.5
27,2022-08-30,11.4,43,345,247,1.0,884,68,1019,246,18.7,1661806800.0,177,1.7
51,2022-08-31,10.0,43,347,249,0.5,883,73,1019,212,15.3,1661893200.0,251,3.9
56,2022-09-01,8.3,43,348,251,0.0,884,75,1022,210,13.0,1661979600.0,212,2.8
68,2022-09-02,10.1,43,349,253,0.0,887,76,1024,188,14.4,1662066000.0,85,2.6
17,2022-09-03,9.6,43,350,254,0.0,886,72,1022,254,15.4,1662152400.0,72,2.1
8,2022-09-04,9.9,44,351,256,0.0,886,73,1022,256,15.6,1662238800.0,72,2.5
39,2022-09-05,13.1,44,352,258,0.0,887,79,1023,249,17.1,1662325200.0,46,3.4
23,2022-09-06,12.4,44,353,260,0.0,888,74,1023,259,17.7,1662411600.0,101,2.2
37,2022-09-07,11.5,44,354,262,0.0,886,72,1022,259,17.4,1662498000.0,152,1.4
59,2022-09-08,12.6,44,355,263,0.0,887,78,1022,217,16.9,1662584400.0,73,2.7
35,2022-09-09,11.3,45,356,265,0.0,886,73,1022,262,16.6,1662670800.0,52,3.4
41,2022-09-10,11.6,45,358,267,0.0,886,73,1021,264,17.3,1662757200.0,57,2.8
15,2022-09-11,11.6,45,360,269,0.0,885,69,1020,269,18.7,1662843600.0,88,1.9
9,2022-09-12,11.7,45,361,271,0.0,884,67,1019,271,19.2,1662930000.0,79,2.2
26,2022-09-13,11.9,45,363,272,0.0,885,70,1020,272,18.4,1663016400.0,151,1.9
82,2022-09-14,14.5,46,364,274,4.0,889,83,1025,175,17.5,1663102800.0,122,2.6
57,2022-09-15,13.5,46,366,276,2.5,890,78,1025,250,17.7,1663189200.0,57,4.2
51,2022-09-16,13.3,46,368,278,0.0,888,79,1023,271,17.5,1663275600.0,47,3.7
64,2022-09-17,13.7,46,369,280,1.5,886,81,1022,249,17.1,1663362000.0,48,3.9
52,2022-09-18,13.9,47,371,282,0.5,886,80,1021,273,17.7,1663448400.0,41,3.8
38,2022-09-19,13.3,47,372,283,0.0,887,76,1022,271,17.9,1663534800.0,52,3.8
34,2022-09-20,13.0,47,374,285,0.0,887,76,1022,277,17.8,1663621200.0,45,3.7
46,2022-09-21,13.1,47,376,287,0.0,886,78,1022,247,17.3,1663707600.0,49,4.3
50,2022-09-22,13.4,47,377,289,0.0,887,78,1023,270,17.8,1663794000.0,44,3.7
20,2022-09-23,11.7,47,379,291,0.0,887,71,1022,290,17.9,1663880400.0,64,3.4
41,2022-09-24,12.9,48,380,292,0.0,886,77,1022,280,17.6,1663966800.0,51,4.1
51,2022-09-25,13.6,48,381,294,0.0,886,77,1021,287,18.3,1664053200.0,48,4.0
31,2022-09-26,14.2,48,383,296,0.0,887,76,1022,292,19.0,1664139600.0,40,4.0
18,2022-09-27,13.4,48,384,298,0.0,887,69,1021,297,20.2,1664226000.0,93,2.0
30,2022-09-28,12.4,48,385,299,0.0,886,74,1022,295,17.4,1664312400.0,79,3.0
14,2022-09-29,10.7,49,387,301,0.0,886,69,1021,301,17.0,1664398800.0,59,3.4
8,2022-09-30,11.2,49,388,303,0.0,884,65,1019,303,18.9,1664485200.0,93,2.2
15,2022-10-01,13.4,49,389,304,0.0,885,72,1020,304,19.2,1664571600.0,67,2.7
24,2022-10-02,13.5,49,391,306,0.0,885,68,1019,305,20.2,1664658000.0,60,2.5
3,2022-10-03,12.5,49,392,308,0.0,883,62,1016,308,21.3,1664744400.0,109,2.1
1,2022-10-04,14.3,49,393,309,0.0,884,64,1017,309,22.5,1664830800.0,117,1.7
1,2022-10-05,14.4,50,394,311,0.0,886,61,1019,311,23.2,1664917200.0,130,1.4
5,2022-10-06,12.7,50,395,313,0.0,886,60,1020,313,22.3,1665003600.0,71,2.4
7,2022-10-07,13.0,50,397,314,0.0,886,62,1020,314,21.7,1665090000.0,61,2.9
8,2022-10-08,13.2,50,398,316,0.0,887,63,1020,316,21.6,1665176400.0,63,2.8
14,2022-10-09,13.2,50,399,317,0.0,887,65,1021,317,21.0,1665262800.0,51,3.1
5,2022-10-10,10.8,50,400,319,0.0,887,55,1020,319,22.2,1665349200.0,126,1.7
13,2022-10-11,11.9,51,401,320,0.0,887,59,1020,320,21.5,1665435600.0,90,2.2
36,2022-10-12,14.1,51,402,322,0.0,886,70,1020,321,20.3,1665522000.0,45,3.5
37,2022-10-13,14.3,51,403,323,0.0,886,73,1021,319,19.8,1665608400.0,48,3.6
30,2022-10-14,13.4,51,404,325,0.0,886,72,1021,318,19.1,1665694800.0,47,4.3
27,2022-10-15,12.5,51,405,326,0.0,884,67,1018,313,19.6,1665781200.0,50,3.1
18,2022-10-16,13.1,51,406,328,0.0,884,65,1017,326,21.0,1665867600.0,120,1.9
28,2022-10-17,14.5,51,407,329,0.0,886,72,1020,328,20.4,1665954000.0,52,3.1
27,2022-10-18,13.4,51,408,331,0.0,887,71,1021,329,19.2,1666040400.0,57,3.9
41,2022-10-19,14.0,52,409,332,0.0,887,73,1021,309,19.3,1666126800.0,55,3.9
69,2022-10-20,15.2,52,410,333,0.0,886,79,1020,260,19.2,1666213200.0,51,4.0
52,2022-10-21,15.2,52,410,335,0.5,886,75,1021,312,20.0,1666299600.0,44,3.5
36,2022-10-22,14.6,52,411,336,2.8,886,71,1020,324,20.6,1666386000.0,87,2.1
40,2022-10-23,16.2,52,412,337,5.5,885,76,1019,295,21.1,1666472400.0,116,1.3
32,2022-10-24,15.4,52,413,338,2.0,884,70,1017,322,21.9,1666558800.0,206,1.5
40,2022-10-25,16.6,53,414,340,3.5,883,77,1016,306,21.1,1666645200.0,100,1.8
53,2022-10-26,17.3,53,415,341,5.3,884,80,1017,306,21.1,1666731600.0,107,1.6
49,2022-10-27,16.9,53,416,342,0.5,885,76,1018,301,21.6,1666818000.0,126,1.3
57,2022-10-28,16.7,53,417,343,4.3,883,72,1015,324,22.6,1666904400.0,157,1.7
96,2022-10-29,16.3,53,418,344,4.0,883,82,1017,107,19.7,1666990800.0,170,1.8
59,2022-10-30,16.6,53,419,346,0.0,884,81,1018,301,20.3,1667077200.0,69,3.3
